age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44, State-gov,165602, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,26,-1,35, United-States, <=50K
41, Private,256731, Some-college,10, Divorced, Other-service, Unmarried, White, Female,-23,1,35, United-States, <=50K
36, Private,202465, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,36,0,40, Mexico, >50K
20, Private,216907, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,-12,1,50, United-States, <=50K
32, Private,213312, 9th,3, Never-married, Transport-moving, Not-in-family, Other, Male,4,1,49, Mexico, <=50K
49, Private,204847, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,14,0,50, United-States, >50K
32, Private,199061, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Male,-57,0,40, United-States, <=50K
34, Private,121177, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Male,-51,1,40, United-States, <=50K
47, Private,197967, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-22,1,33, United-States, <=50K
20, Private,54004, Some-college,10, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,22,0,40, United-States, <=50K
46, Private,302746, 1st-4th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9,1,49, Mexico, >50K
44, Private,376976, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-18,1,44, United-States, <=50K
38, Private,394391, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,-32,1,35, United-States, <=50K
48, Private,198918, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,29,1,49, United-States, >50K
35, Private,191349, Bachelors,13, Separated, Adm-clerical, Not-in-family, Black, Male,15,1,51, Thailand, <=50K
48, Private,333055, 5th-6th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,46,0,49, El-Salvador, <=50K
39, Private,205554, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7785,-1,50, United-States, >50K
37, Private,189263, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,2,2,40, United-States, <=50K
42, Local-gov,228875, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,15,-1,40, United-States, <=50K
33, Private,66016, 9th,4, Separated, Other-service, Not-in-family, White, Male,13,0,50, United-States, <=50K
44, ?,219438, HS-grad,9, Divorced, ?, Not-in-family, White, Male,1,0,33, United-States, <=50K
37, Federal-gov,287252, Some-college,10, Separated, Craft-repair, Not-in-family, White, Female,20,1,40, United-States, <=50K
34, Private,376172, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,-53,-1,13, Cuba, <=50K
45, Private,417128, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,8046,0,49, United-States, >50K
44, Private,379626, Bachelors,13, Married-spouse-absent, Other-service, Not-in-family, White, Male,13,1,40, Scotland, <=50K
34, Private,404641, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-42,0,40, United-States, <=50K
38, Private,177935, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,1,0,31, United-States, <=50K
45, Private,282890, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,27,1,22, United-States, <=50K
51, Local-gov,65688, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,-25,0,35, United-States, <=50K
34, Private,211628, Assoc-acdm,12, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,27,-1,40, United-States, <=50K
16, Private,386751, 11th,7, Never-married, Other-service, Not-in-family, White, Male,10,1,34, United-States, <=50K
19, Private,273481, 11th,7, Never-married, Other-service, Not-in-family, White, Female,4,1,20, United-States, <=50K
51, Private,207040, Doctorate,15, Divorced, Prof-specialty, Not-in-family, White, Female,-54,2,50, United-States, <=50K
37, Private,345719, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,4211,0,40, United-States, <=50K
42, Private,63471, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-44,1,49, United-States, <=50K
28, Private,229848, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,19,0,49, United-States, <=50K
38, Private,125782, Some-college,10, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,-5,-1,8, United-States, <=50K
48, Private,201680, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, White, Male,8091,0,49, United-States, >50K
52, Self-emp-not-inc,38194, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,8080,1,49, United-States, >50K
45, Private,201032, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7570,0,50, United-States, >50K
28, Private,409521, 10th,7, Never-married, Other-service, Not-in-family, Black, Male,10,3,49, United-States, <=50K
48, Private,209124, Preschool,9, Separated, Priv-house-serv, Not-in-family, Black, Male,11,1,31, Thailand, <=50K
30, Private,382007, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,30,0,49, Mexico, >50K
44, Private,50357, Prof-school,15, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,-3,0,50, United-States, <=50K
46, Private,447105, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,-39,-1,40, United-States, <=50K
48, Private,416386, Some-college,10, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,26,2,49, France, <=50K
45, Private,308624, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
64, Private,69026, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,10,2,40, United-States, <=50K
35, Private,157875, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
58, ?,381198, HS-grad,9, Divorced, ?, Not-in-family, White, Male,11,1,40, United-States, <=50K
47, Private,369499, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,26,1,35, United-States, <=50K
46, Local-gov,216438, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,19,0,44, United-States, <=50K
33, Private,316320, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,-39,0,40, United-States, <=50K
48, Private,192582, HS-grad,9, Never-married, Other-service, Not-in-family, Other, Male,13,1,35, Dominican-Republic, <=50K
21, ?,463382, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,47,1,12, United-States, <=50K
19, Private,52078, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Male,-30,0,37, United-States, <=50K
37, Private,263638, Bachelors,13, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,-21,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private,391871, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,27,1,40, United-States, <=50K
29, Private,203976, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,3,2,50, United-States, <=50K
44, Private,222075, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,18,0,17, United-States, <=50K
60, Private,292069, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,29,1,40, United-States, <=50K
37, Private,357247, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,66,1,49, United-States, >50K
48, Private,221647, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4190,0,49, United-States, <=50K
33, Private,219054, 7th-8th,13, Married-civ-spouse, Transport-moving, Husband, White, Male,-22,0,50, United-States, <=50K
54, Local-gov,308748, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,25,1,40, United-States, <=50K
36, Private,453149, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,8511,0,40, United-States, >50K
19, Private,333085, HS-grad,9, Never-married, Other-service, Own-child, White, Male,-31,1,21, United-States, <=50K
47, Private,193628, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,37,1,49, United-States, >50K
48, Self-emp-not-inc,360024, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,6,1,49, United-States, <=50K
57, Private,320501, 1st-4th,3, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,1,2,29, Dominican-Republic, <=50K
31, Private,300047, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,13,0,49, United-States, <=50K
33, State-gov,68202, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,5,-1,49, United-States, <=50K
33, Private,191070, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,-20,2,40, United-States, <=50K
49, Private,274015, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15647,-1,50, Philippines, >50K
46, Private,165304, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,-36,0,40, United-States, <=50K
39, Private,312998, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-4,0,49, United-States, <=50K
32, Self-emp-not-inc,279448, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,0,50, Mexico, <=50K
36, Private,269690, 5th-6th,3, Never-married, Transport-moving, Not-in-family, White, Male,10,0,49, United-States, <=50K
53, Private,296231, Masters,14, Married-civ-spouse, Tech-support, Not-in-family, White, Male,15269,-2,40, United-States, >50K
39, Private,164022, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-35,1,49, United-States, <=50K
44, ?,149649, Some-college,10, Never-married, ?, Not-in-family, White, Female,39,1,48, United-States, <=50K
44, Self-emp-inc,238161, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-40,-1,35, United-States, >50K
46, Private,345388, Masters,14, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,64,-2,40, India, <=50K
31, Private,211796, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,-13,1,50, United-States, <=50K
42, Private,227811, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,-12,0,49, Mexico, <=50K
50, Private,247364, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3,0,49, United-States, <=50K
34, Private,156372, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,-4,2243,50, United-States, <=50K
34, Private,117846, Assoc-voc,11, Never-married, Other-service, Unmarried, White, Female,8,1,50, United-States, <=50K
46, Private,200053, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8433,0,49, United-States, >50K
18, Private,366635, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,-14,1,40, United-States, <=50K
20, ?,145695, HS-grad,9, Never-married, ?, Not-in-family, White, Male,17,1,40, United-States, <=50K
43, Private,382300, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2683,1,48, United-States, >50K
43, Private,213466, Assoc-acdm,4, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-7,-1,49, Mexico, <=50K
35, Private,298442, 11th,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,-2,-1,50, Mexico, <=50K
56, Private,197098, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,39,1,50, United-States, <=50K
45, Private,286693, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7890,0,49, United-States, >50K
24, Private,52940, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Male,5,0,10, United-States, <=50K
50, Private,200384, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,15,1,49, United-States, <=50K
33, Self-emp-not-inc,359314, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,18,1,50, United-States, <=50K
38, Private,195255, Assoc-acdm,13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,43,1,49, Philippines, <=50K
36, Private,217534, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,5,2405,37, United-States, <=50K
47, Private,391768, 11th,6, Never-married, Other-service, Not-in-family, Black, Male,34,1,16, United-States, <=50K
41, Private,54236, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-31,1,38, United-States, <=50K
20, Private,411863, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,43,1,16, United-States, <=50K
38, Private,263141, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,4,2,45, Germany, <=50K
20, Private,387784, HS-grad,9, Never-married, Sales, Own-child, Black, Male,47,1,40, United-States, <=50K
46, Private,136597, 5th-6th,3, Married-civ-spouse, Adm-clerical, Husband, White, Female,3921,-1,35, United-States, <=50K
52, Private,201670, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,2,1,49, United-States, <=50K
56, Private,215701, HS-grad,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,20,1,40, United-States, <=50K
18, Private,191445, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Female,-32,2,40, United-States, <=50K
36, Private,384652, 7th-8th,3, Divorced, Craft-repair, Not-in-family, White, Male,-29,1,50, United-States, <=50K
39, Private,248022, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,-3,1,22, Thailand, <=50K
43, Private,196698, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7628,0,49, United-States, >50K
40, Federal-gov,266928, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,32,1,40, United-States, <=50K
50, Private,126915, 11th,7, Divorced, Other-service, Not-in-family, White, Female,-15,-1,16, United-States, <=50K
43, Private,263511, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,12,1,46, United-States, <=50K
47, Private,304157, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3594,-1,50, United-States, >50K
37, Private,56519, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,-21,0,46, United-States, <=50K
41, Local-gov,497466, Some-college,10, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,25,0,49, United-States, <=50K
27, Private,512848, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,37,-1,50, Mexico, >50K
51, Private,52369, 1st-4th,7, Married-spouse-absent, Other-service, Not-in-family, White, Female,-18,1,50, United-States, <=50K
55, Local-gov,243935, Masters,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,-14,0,43, United-States, <=50K
56, Private,131309, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,-1,1,46, United-States, <=50K
43, Private,411593, HS-grad,9, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,32,1,20, United-States, <=50K
17, Private,246497, 11th,7, Never-married, Other-service, Not-in-family, White, Female,11,0,49, United-States, <=50K
35, Private,369708, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-3,1,49, United-States, >50K
17, Private,326799, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,-40,1,21, United-States, <=50K
49, Private,176933, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,-11,1,16, Mexico, <=50K
43, Self-emp-not-inc,356202, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,21,0,49, United-States, <=50K
34, Private,436900, Assoc-voc,11, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-41,-1,40, El-Salvador, <=50K
43, Private,441772, 1st-4th,1, Married-spouse-absent, Other-service, Not-in-family, White, Male,-27,1,40, Dominican-Republic, <=50K
20, Private,67023, 5th-6th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,-6,0,40, United-States, <=50K
29, Private,396016, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,-19,-1,49, United-States, <=50K
44, Private,211283, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,3126,-1,40, United-States, <=50K
37, Private,178501, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,-9,0,37, United-States, <=50K
46, Private,529176, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,27,0,40, Mexico, <=50K
44, Local-gov,225024, Some-college,10, Divorced, Transport-moving, Other-relative, Black, Male,12,0,44, United-States, >50K
39, Private,215979, Assoc-acdm,13, Never-married, Other-service, Not-in-family, Black, Male,18,0,49, United-States, <=50K
20, Private,226474, Assoc-acdm,15, Never-married, Transport-moving, Not-in-family, White, Male,8145,0,50, United-States, >50K
36, Private,55033, HS-grad,9, Separated, Transport-moving, Unmarried, Black, Male,-1,1,50, United-States, <=50K
18, Private,402289, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,33,2,40, Columbia, <=50K
41, Local-gov,51866, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Male,-11,2067,40, United-States, <=50K
41, Private,328791, 1st-4th,3, Married-spouse-absent, Other-service, Not-in-family, White, Male,36,2,40, Haiti, <=50K
51, Private,58792, 7th-8th,4, Divorced, Transport-moving, Not-in-family, White, Male,24,0,40, United-States, <=50K
34, State-gov,413197, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,21,0,40, United-States, <=50K
35, Private,403457, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,2012,-1,40, Cuba, <=50K
39, Federal-gov,315256, Masters,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,54,1,49, United-States, >50K
44, Private,382194, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-16,0,36, Cuba, <=50K
40, Private,382202, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,39,2275,37, United-States, <=50K
34, Private,365332, HS-grad,6, Divorced, Transport-moving, Not-in-family, White, Male,-13,2,44, Nicaragua, <=50K
33, Private,287006, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7839,0,50, United-States, >50K
76, Private,204850, Bachelors,9, Widowed, Adm-clerical, Unmarried, White, Female,42,2,36, United-States, <=50K
42, Private,195279, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3467,0,49, United-States, <=50K
47, Private,195723, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,36,1,40, United-States, <=50K
28, Local-gov,234585, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,10,0,50, United-States, <=50K
45, Private,211726, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,7815,0,40, United-States, >50K
35, Private,58690, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,-11,2,50, United-States, <=50K
49, Private,215481, Some-college,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,19,1,14, United-States, >50K
29, Private,52563, Some-college,10, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,13,1,48, United-States, <=50K
38, Private,228851, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,-22,-1,49, United-States, >50K
41, Private,316761, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,51,1,49, Jamaica, <=50K
27, Private,462936, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,25,1,49, Outlying-US(Guam-USVI-etc), <=50K
35, Private,405051, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,30,0,49, Mexico, >50K
19, ?,384647, HS-grad,9, Never-married, ?, Not-in-family, White, Male,27,1,15, United-States, <=50K
32, Private,137797, Assoc-acdm,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-41,0,49, United-States, <=50K
29, Private,263481, 12th,6, Never-married, Transport-moving, Not-in-family, Other, Male,33,2,37, Puerto-Rico, <=50K
47, Private,419021, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,21,0,40, Mexico, <=50K
34, Private,422030, HS-grad,9, Married-AF-spouse, Adm-clerical, Unmarried, White, Female,-18,0,23, United-States, <=50K
39, Private,199237, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,32,-1,50, United-States, <=50K
37, Private,274702, HS-grad,9, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Male,13,0,25, Thailand, <=50K
51, Private,222441, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Male,-18,0,49, United-States, <=50K
22, Private,190622, Masters,14, Never-married, Adm-clerical, Own-child, White, Male,-3,2,36, Germany, <=50K
17, Private,181252, 10th,6, Never-married, Craft-repair, Own-child, White, Male,-20,1,36, United-States, <=50K
