age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26, Private,117319, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,13,1,32, United-States, <=50K
16, Private,90871, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,-24,1,21, United-States, <=50K
59, Federal-gov,196543, Masters,11, Divorced, Prof-specialty, Not-in-family, White, Male,30,-1,43, United-States, >50K
54, Federal-gov,180708, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,19,1,40, United-States, <=50K
48, Federal-gov,25243, Some-college,10, Never-married, Sales, Not-in-family, White, Male,20,-1,40, United-States, <=50K
26, Federal-gov,75367, Some-college,10, Never-married, Sales, Not-in-family, White, Male,29,0,40, United-States, <=50K
42, Private,54350, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,61, Puerto-Rico, >50K
23, Private,96448, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,-51,2,40, United-States, <=50K
53, Private,42310, Bachelors,13, Married-civ-spouse, Sales, Unmarried, White, Male,74,-2,62, United-States, >50K
30, Private,13255, Some-college,10, Never-married, Sales, Unmarried, White, Male,27,-2,40, United-States, <=50K
21, Private,41086, 11th,7, Never-married, Farming-fishing, Own-child, White, Female,-49,4,22, United-States, <=50K
42, Private,231138, HS-grad,9, Divorced, Other-service, Unmarried, Black, Male,7,1,64, Cuba, <=50K
29, Federal-gov,72675, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,-1,1,40, Taiwan, <=50K
63, Federal-gov,118533, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,8,2,40, United-States, >50K
52, Private,137034, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,-27,1,40, United-States, <=50K
53, Self-emp-inc,38527, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,57,-2,57, United-States, >50K
55, Private,76180, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,22,-2,49, United-States, >50K
60, ?,64067, HS-grad,13, Married-civ-spouse, ?, Husband, White, Male,8071,0,40, United-States, >50K
32, State-gov,158635, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,-36,0,39, United-States, <=50K
46, Federal-gov,186577, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3633,1,40, United-States, >50K
44, Private,63606, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,4,-1,40, United-States, <=50K
16, Never-worked,163342, 10th,8, Never-married, ?, Own-child, White, Male,-18,0,40, United-States, <=50K
28, Private,86437, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,9,0,40, United-States, <=50K
31, Private,93577, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-20,0,40, United-States, <=50K
36, Private,47964, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,-41,2,40, ?, >50K
19, Private,82534, 10th,6, Never-married, Machine-op-inspct, Own-child, Black, Female,-2,0,40, United-States, <=50K
48, Private,88423, 10th,6, Never-married, Sales, Not-in-family, Black, Female,7,-1,17, United-States, <=50K
53, State-gov,170752, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Male,35,1,40, United-States, <=50K
39, Private,32573, HS-grad,9, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,22,-2,40, United-States, <=50K
28, Private,239651, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,-19,3,31, United-States, <=50K
45, Private,123635, 9th,4, Divorced, Sales, Unmarried, White, Male,-47,-1,40, United-States, <=50K
42, Private,163439, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,1,40, United-States, <=50K
39, Private,235776, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-50,0,56, United-States, <=50K
15, Never-worked,151924, 10th,8, Never-married, ?, Own-child, White, Male,-26,0,40, United-States, <=50K
70, Private,165208, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,-70,2,62, Taiwan, >50K
45, Self-emp-not-inc,233111, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-79,-1,50, Taiwan, <=50K
24, Without-pay,251648, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-77,1,40, United-States, <=50K
23, Without-pay,241477, 10th,5, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-77,1,40, United-States, <=50K
47, Private,304079, 10th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,-18,3,43, United-States, <=50K
24, Private,59977, 10th,9, Never-married, Sales, Husband, White, Male,2,-1,40, United-States, <=50K
22, Private,156014, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,3756,0,8, United-States, <=50K
39, Private,86941, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,2,1,40, United-States, <=50K
23, Private,130182, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,-1,3,40, United-States, <=50K
65, Self-emp-inc,177732, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,6502,-2,40, Thailand, >50K
23, Private,181700, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,-111,2,40, United-States, <=50K
14, Local-gov,194765, Some-college,10, Never-married, ?, Own-child, Black, Female,4843,2,12, United-States, <=50K
59, Private,240386, Assoc-voc,11, Widowed, Sales, Unmarried, White, Female,25,-2,40, United-States, <=50K
36, Local-gov,222185, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,23,2,40, Jamaica, >50K
24, Local-gov,147114, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,21,3,40, United-States, <=50K
53, Private,64414, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-14,1,40, United-States, <=50K
38, Private,304705, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-18,2,40, United-States, >50K
54, Federal-gov,22590, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-11,1,40, United-States, >50K
43, Private,134536, 5th-6th,2, Married-spouse-absent, Craft-repair, Unmarried, Asian-Pac-Islander, Male,-40,-4,40, Mexico, <=50K
25, Private,15544, Some-college,10, Never-married, Sales, Unmarried, White, Male,39,-2,40, United-States, <=50K
62, Private,239416, Assoc-voc,11, Divorced, Tech-support, Other-relative, White, Female,-14,-2,-3, United-States, <=50K
50, Private,137478, Bachelors,3, Married-spouse-absent, Sales, Unmarried, White, Male,-25,-4,66, Columbia, <=50K
24, Private,144207, 7th-8th,6, Never-married, Craft-repair, Not-in-family, Black, Male,-39,0,40, ?, <=50K
24, Private,121112, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,35,2,40, United-States, <=50K
38, Private,108360, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-28,0,40, United-States, >50K
20, Private,144780, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,43,2,40, United-States, <=50K
34, Private,353424, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-33,0,23, United-States, <=50K
20, ?,148738, 7th-8th,6, Never-married, ?, Own-child, White, Female,-11,-1,40, United-States, <=50K
37, Private,78662, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-52,1,40, United-States, <=50K
47, Federal-gov,96617, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,8,0,40, China, <=50K
60, Private,179929, HS-grad,9, Widowed, Sales, Unmarried, White, Female,-4,-1,40, United-States, <=50K
52, Self-emp-inc,39922, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,71,-1,57, United-States, >50K
32, State-gov,172437, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,-31,-2,39, United-States, <=50K
63, Private,23330, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,-10,0,48, United-States, >50K
43, Federal-gov,143294, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,15,1,40, Puerto-Rico, >50K
21, Private,281064, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,7,0,40, Trinadad&Tobago, <=50K
47, Private,15186, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-31,1,40, United-States, <=50K
61, Private,26350, Bachelors,13, Divorced, Sales, Unmarried, White, Male,57,-3,58, United-States, >50K
29, Private,15485, Some-college,10, Never-married, Sales, Unmarried, White, Male,35,-2,40, United-States, <=50K
24, ?,195940, HS-grad,9, Never-married, ?, Not-in-family, White, Female,4572,-2,40, United-States, <=50K
45, Private,71714, 10th,7, Divorced, Other-service, Not-in-family, Black, Female,-9,-2,40, United-States, <=50K
46, Private,334765, 10th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,-34,2,42, United-States, <=50K
47, Private,76586, Assoc-voc,11, Never-married, ?, Not-in-family, Black, Female,3,-1,40, United-States, <=50K
53, Private,192856, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
40, Private,179642, HS-grad,9, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,24,-2,57, Ecuador, <=50K
48, Private,82541, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,46,-2,53, United-States, >50K
39, Private,63473, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,-23,2,40, United-States, <=50K
25, Private,85376, 10th,10, Never-married, Sales, Not-in-family, White, Male,16,-2,40, United-States, <=50K
28, Private,87164, 11th,9, Never-married, Adm-clerical, Own-child, White, Female,-53,2,29, United-States, <=50K
59, Private,42506, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,83,-4,59, United-States, >50K
54, Private,188724, HS-grad,7, Never-married, Adm-clerical, Other-relative, Black, Female,2,-1,40, United-States, <=50K
63, Private,14903, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,73,-4,60, United-States, >50K
31, Private,102872, 11th,7, Never-married, Sales, Unmarried, White, Female,-40,0,68, Canada, <=50K
62, Private,28725, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male,70,-3,63, United-States, >50K
30, Private,514624, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-26,0,59, United-States, <=50K
31, Private,55209, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,3208,0,56, Philippines, <=50K
39, Federal-gov,157106, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,23,0,40, United-States, <=50K
23, Private,128312, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,24,2,40, United-States, <=50K
50, Private,84477, 7th-8th,7, Divorced, Other-service, Not-in-family, Black, Male,7,-2,40, United-States, <=50K
33, Private,197365, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-20,1,24, Taiwan, <=50K
40, Self-emp-not-inc,55160, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,-29,0,40, United-States, <=50K
52, Federal-gov,10118, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,19,0,40, China, <=50K
27, Federal-gov,25796, Some-college,11, Married-civ-spouse, Sales, Not-in-family, White, Male,18,0,40, United-States, <=50K
46, Private,71376, 10th,6, Never-married, Other-service, Own-child, Black, Female,-1,-2,14, United-States, <=50K
51, Private,188343, HS-grad,9, Divorced, Sales, Unmarried, White, Male,21,-1,51, United-States, <=50K
15, Local-gov,395471, Some-college,10, Never-married, ?, Own-child, Black, Male,32,2,14, United-States, <=50K
35, Private,189542, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-89,2,43, United-States, <=50K
49, Private,66382, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,8,-1,40, United-States, <=50K
46, Private,65731, 10th,6, Never-married, Other-service, Not-in-family, Black, Female,-1,-1,40, United-States, <=50K
21, Private,56648, 10th,7, Never-married, Craft-repair, Not-in-family, Black, Male,-7,0,40, United-States, <=50K
18, ?,193002, HS-grad,9, Never-married, ?, Not-in-family, White, Female,4760,-3,40, United-States, <=50K
65, Self-emp-inc,21828, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,57,-1,58, United-States, >50K
48, Private,77306, 10th,6, Divorced, Other-service, Not-in-family, Black, Female,-8,-1,40, United-States, <=50K
40, Private,136237, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,13,-1,40, Hungary, >50K
50, Private,125518, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,-51,0,40, United-States, <=50K
31, Private,57902, Prof-school,14, Never-married, Prof-specialty, Not-in-family, White, Female,14604,-1,35, United-States, >50K
25, Private,106064, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,32,2,40, United-States, <=50K
48, Private,358480, 12th,9, Never-married, Transport-moving, Not-in-family, White, Male,324,0,40, United-States, <=50K
48, Local-gov,152990, Masters,11, Separated, Adm-clerical, Not-in-family, Black, Male,43,1,40, United-States, <=50K
37, Private,257235, 5th-6th,3, Divorced, Other-service, Unmarried, White, Female,24,-2,40, Mexico, <=50K
54, Private,175111, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,-1,-1,54, United-States, <=50K
61, Private,227847, Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female,50,-2,43, United-States, >50K
53, Private,52054, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-29,0,40, United-States, <=50K
55, Private,221817, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Female,24,-1,40, United-States, >50K
59, Self-emp-inc,32602, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,78,-1,58, United-States, >50K
23, Private,118956, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,20,1,40, Vietnam, <=50K
22, Private,180535, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,4843,-2,52, Philippines, <=50K
61, Private,21626, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Male,64,-3,62, United-States, >50K
22, Private,111487, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,16,2,40, Haiti, >50K
44, Private,238165, HS-grad,9, Divorced, Other-service, Unmarried, Black, Male,3615,1,65, Cuba, <=50K
67, Private,103581, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,14,2,40, United-States, >50K
52, Private,52681, Assoc-acdm,11, Divorced, Exec-managerial, Unmarried, White, Male,9,-1,40, Germany, >50K
53, Private,163833, HS-grad,9, Divorced, Sales, Unmarried, White, Male,-6,0,54, United-States, <=50K
22, Private,106193, HS-grad,9, Never-married, Sales, Own-child, White, Female,-30,1,40, United-States, <=50K
41, Private,51277, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,-43,0,40, United-States, <=50K
69, Private,148682, Bachelors,13, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,-35,2,37, Taiwan, >50K
15, Private,163286, 10th,8, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,-19,0,40, United-States, <=50K
39, Private,76506, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-9,0,40, United-States, <=50K
18, Never-worked,165440, 10th,7, Never-married, ?, Own-child, White, Male,-19,0,30, United-States, <=50K
27, Private,196149, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Male,-80,3,44, United-States, <=50K
23, Private,139758, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,18,2,40, United-States, <=50K
25, Private,66039, Some-college,10, Never-married, Sales, Not-in-family, White, Male,44,-1,40, United-States, <=50K
45, Private,66612, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-33,1,40, United-States, <=50K
29, Private,117396, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,-1,1,11, Vietnam, <=50K
23, Private,296134, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,5,-1,40, United-States, <=50K
25, Private,255644, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,17,3,40, United-States, <=50K
50, Private,199256, 9th,4, Divorced, Adm-clerical, Unmarried, White, Male,-41,-2,40, United-States, <=50K
44, Private,163483, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Male,4249,2,40, Cuba, <=50K
42, Private,189543, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,-16,1,40, United-States, <=50K
19, ?,346612, HS-grad,8, Never-married, ?, Not-in-family, White, Female,4463,-3,40, United-States, <=50K
31, Federal-gov,23996, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,28,-1,40, United-States, <=50K
42, Private,39505, Some-college,10, Divorced, Sales, Unmarried, White, Female,-38,-1,49, Guatemala, <=50K
56, Private,339216, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Female,69,-1,54, United-States, >50K
37, Private,64692, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,-33,0,40, United-States, <=50K
62, Private,27347, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,66,-4,60, United-States, >50K
47, Private,196976, 9th,4, Divorced, Adm-clerical, Unmarried, White, Male,-76,-2,40, United-States, <=50K
44, Private,232770, HS-grad,9, Divorced, Tech-support, Unmarried, Black, Male,4322,2,66, Cuba, <=50K
57, Private,152529, Bachelors,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,12,0,40, Peru, >50K
39, Private,274369, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male,-27,-2,55, United-States, >50K
42, Federal-gov,89249, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4191,-1,40, China, <=50K
68, Private,43389, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-14,1,8, United-States, >50K
31, Private,93651, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,-44,1,64, Canada, <=50K
49, Private,198698, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-16,2,40, United-States, <=50K
38, Private,80796, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,-48,0,40, United-States, <=50K
24, Private,220458, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,1,0,40, United-States, >50K
42, Private,249339, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,10,2,40, Cuba, <=50K
63, Private,305693, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Female,38,1,55, United-States, >50K
43, Federal-gov,89657, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,19,-1,40, China, <=50K
24, Local-gov,109501, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,55,-2,40, Japan, <=50K
22, Private,84261, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,-20,2,40, El-Salvador, <=50K
32, Private,97506, 11th,15, Never-married, Adm-clerical, Other-relative, White, Female,13,-1,18, Japan, <=50K
49, Federal-gov,214878, Bachelors,13, Married-civ-spouse, ?, Not-in-family, White, Male,36,2,40, Honduras, >50K
57, Private,183296, 7th-8th,7, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,-2,0,40, United-States, <=50K
18, Private,88396, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,-6,1,59, United-States, <=50K
64, Private,42119, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Male,52,-3,59, United-States, >50K
26, Private,70992, HS-grad,9, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,13,-3,40, United-States, <=50K
40, Private,115083, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,33,0,40, United-States, <=50K
53, Federal-gov,38060, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Male,85,-3,64, United-States, >50K
53, Private,60283, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Male,-10,-2,14, United-States, <=50K
26, Private,75665, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,31,-2,40, Japan, <=50K
48, Private,59726, 10th,7, Divorced, Other-service, Not-in-family, Black, Female,-2,-1,40, United-States, <=50K
68, Federal-gov,97914, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,4,3,40, United-States, >50K
40, Private,327682, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,37,0,58, United-States, >50K
48, Private,143038, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,-41,0,40, United-States, <=50K
24, Without-pay,234980, HS-grad,5, Never-married, Machine-op-inspct, Not-in-family, Black, Female,-69,0,40, United-States, <=50K
45, Private,95770, 7th-8th,6, Divorced, Other-service, Unmarried, Black, Female,2,-1,40, United-States, <=50K
35, Private,38063, HS-grad,9, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,43,-2,40, United-States, <=50K
16, Never-worked,178599, 10th,8, Never-married, ?, Own-child, White, Male,-24,0,9, United-States, <=50K
61, Federal-gov,118628, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,28,1,40, United-States, <=50K
59, Private,207301, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Male,14,1,40, United-States, <=50K
32, Private,123364, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,-21,0,60, United-States, <=50K
36, Private,144335, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-15,0,56, United-States, >50K
22, ?,61218, 7th-8th,5, Never-married, ?, Own-child, White, Female,-6,0,25, United-States, <=50K
22, Private,48008, 7th-8th,11, Never-married, Sales, Not-in-family, White, Male,10,-1,40, United-States, <=50K
48, Federal-gov,164536, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,18,1,40, United-States, >50K
70, Private,161938, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-47,3,40, Taiwan, >50K
44, Private,93238, 10th,7, Divorced, Other-service, Not-in-family, Black, Female,10,1,40, United-States, <=50K
46, Federal-gov,136105, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-23,-1,40, Dominican-Republic, <=50K
14, Local-gov,184500, 11th,7, Never-married, ?, Own-child, Black, Female,32,1,11, United-States, <=50K
26, Private,11500, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,-1,40, United-States, <=50K
44, Federal-gov,63089, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,13,0,40, United-States, <=50K
53, Private,153621, Some-college,10, Married-spouse-absent, Other-service, Own-child, White, Female,-1,0,9, United-States, <=50K
20, ?,148336, 7th-8th,6, Never-married, ?, Own-child, White, Female,-7,-1,40, United-States, <=50K
53, Private,52797, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,79,-2,63, United-States, >50K
33, Private,303440, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,-23,0,45, United-States, <=50K
40, Federal-gov,94658, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,43,-1,40, United-States, <=50K
